PRESENTED_AT_ID,Paper_ID,Edition_ID
38124,16270,36463
38125,16271,36463
38126,16272,36461
38127,16273,36463
38128,16274,36463
38129,16275,36462
38130,16276,36462
38131,16277,36463
38132,16278,36461
38133,16279,36460
38134,16280,36463
38135,16281,36463
38136,16282,36464
38137,16283,36461
38138,16284,36463
38139,16285,36464
38140,16286,36462
38141,16287,36460
38142,16288,36463
38143,16289,36462
38144,16290,36463
38145,16291,36464
38146,16292,36461
38147,16293,36461
38148,16294,36462
38149,16295,36460
38150,16296,36462
38151,16297,36460
38152,16298,36463
38153,16299,36461
38154,16300,36461
38155,16301,36463
38156,16302,36462
38157,16303,36463
38158,16304,36463
38159,16305,36464
38160,16306,36463
38161,16307,36463
38162,16308,36462
38163,16309,36463
38164,16310,36460
38165,16311,36460
38166,16312,36463
38167,16313,36463
38168,16314,36463
38169,16315,36461
38170,16316,36463
38171,16317,36460
38172,16318,36462
38173,16319,36463
38174,16320,36463
38175,16321,36463
38176,16322,36462
38177,16323,36463
38178,16324,36463
38179,16325,36461
38180,16326,36462
38181,16327,36463
38182,16328,36464
38183,16329,36463
38184,16330,36460
38185,16331,36463
38186,16332,36462
38187,16333,36464
38188,16334,36463
38189,16335,36462
38190,16336,36461
38191,16337,36460
38192,16338,36461
38193,16339,36461
38194,16340,36464
38195,16341,36462
38196,16342,36460
38197,16343,36462
38198,16344,36463
38199,16345,36462
38200,16346,36464
38201,16347,36463
38202,16348,36462
38203,16349,36461
38204,16350,36460
38205,16351,36461
38206,16352,36463
38207,16353,36462
38208,16354,36462
38209,16355,36464
38210,16356,36463
38211,16357,36461
38212,16358,36463
38213,16359,36461
38214,16360,36464
38215,16361,36463
38216,16362,36463
38217,16363,36463
38218,16364,36463
38219,16365,36463
38220,16410,36470
38221,16411,36471
38222,16412,36472
38223,16413,36471
38224,16414,36472
38225,16415,36473
38226,16416,36474
38227,16417,36475
38228,16418,36475
38229,16419,36475
38230,16420,36474
38231,16421,36475
38232,16422,36475
38233,16423,36472
38234,16424,36471
38235,16425,36470
38236,16426,36473
38237,16427,36476
38238,16428,36470
38239,16429,36477
38240,16430,36476
38241,16431,36471
38242,16432,36476
38243,16433,36475
38244,16434,36475
38245,16435,36476
38246,16436,36475
38247,16437,36470
38248,16438,36472
38249,16439,36472
38250,16440,36474
38251,16441,36476
38252,16442,36475
38253,16443,36470
38254,16444,36475
38255,16445,36475
38256,16446,36475
38257,16447,36475
38258,16448,36476
38259,16449,36475
38260,16450,36475
38261,16451,36475
38262,16452,36472
38263,16453,36475
38264,16454,36471
38265,16455,36471
38266,16456,36472
38267,16457,36474
38268,16458,36473
38269,16459,36471
38270,16460,36471
38271,16461,36475
38272,16462,36475
38273,16463,36475
38274,16464,36472
38275,16465,36476
38276,16466,36470
38277,16467,36477
38278,16468,36470
38279,16469,36472
38280,16470,36470
38281,16471,36471
38282,16472,36472
38283,16473,36473
38284,16474,36471
38285,16475,36478
38286,16476,36472
38287,16477,36472
38288,16478,36470
38289,16479,36471
38290,16480,36475
38291,16481,36475
38292,16482,36475
38293,16483,36473
38294,16484,36476
38295,16485,36470
38296,16486,36474
38297,16487,36475
38298,16488,36471
38299,16489,36475
38300,16490,36475
38301,16491,36475
38302,16492,36476
38303,16493,36475
38304,16494,36475
38305,16495,36473
38306,16496,36474
38307,16497,36475
38308,16498,36475
38309,16499,36474
38310,16500,36470
38311,16501,36477
38312,16502,36475
38313,16503,36475
38314,16504,36472
38315,16505,36472
38316,16506,36479
38317,16507,36471
38318,16508,36470
38319,16509,36475
38320,16510,36475
38321,16511,36477
38322,16512,36470
38323,16513,36475
38324,16514,36475
38325,16515,36472
38326,16516,36473
38327,16517,36476
38328,16518,36473
38329,16519,36475
38330,16520,36473
38331,16521,36470
38332,16522,36476
38333,16523,36472
38334,16524,36479
38335,16525,36474
38336,16526,36473
38337,16527,36475
38338,16528,36471
38339,16529,36473
38340,16530,36475
38341,16531,36473
38342,16532,36477
38343,16533,36473
38344,16534,36475
38345,16535,36472
38346,16536,36475
38347,16537,36474
38348,16538,36473
38349,16539,36473
38350,16540,36475
38351,16541,36475
38352,16542,36475
38353,16543,36470
38354,16544,36471
38355,16545,36472
38356,16546,36475
38357,16547,36474
38358,16548,36475
38359,16549,36476
38360,16550,36476
38361,16551,36470
38362,16552,36476
38363,16553,36479
38364,16554,36477
38365,16555,36475
38366,16556,36477
38367,16557,36471
38368,16558,36475
38369,16559,36472
38370,16560,36475
38371,16561,36475
38372,16562,36476
38373,16563,36472
38374,16564,36479
38375,16565,36476
38376,16566,36477
38377,16567,36473
38378,16568,36476
38379,16569,36479
38380,16570,36471
38381,16571,36471
38382,16572,36472
38383,16573,36471
38384,16574,36477
38385,16575,36470
38386,16576,36477
38387,16577,36472
38388,16578,36471
38389,16579,36470
38390,16580,36474
38391,16581,36473
38392,16582,36471
38393,16583,36470
38394,16584,36471
38395,16585,36470
38396,16586,36476
38397,16587,36472
